,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Short,Sport,Thriller,War,Western
1595,tt0035423,movie,Kate & Leopold,Kate & Leopold,0,2001,118,"Comedy,Fantasy,Romance",6.4,81868,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5877,tt0066498,movie,The Ear,Ucho,0,1990,94,"Drama,Thriller",7.8,2743,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6046,tt0067625,movie,Trial on the Road,Proverka na dorogakh,0,1986,96,"Drama,War",7.9,2172,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6240,tt0069049,movie,The Other Side of the Wind,The Other Side of the Wind,0,2018,122,Drama,6.8,6913,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6321,tt0069752,movie,Baba,Baba,0,1983,96,"Crime,Drama",7.3,764,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7062,tt0075788,movie,"Bruce Lee, the Legend","Bruce Lee, the Legend",0,1984,88,Documentary,7.2,1090,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7127,tt0076276,movie,Who's Singin' Over There?,Ko to tamo peva,0,1980,86,"Adventure,Comedy,Drama",8.8,14895,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7360,tt0078349,movie,Swan Lake,Sekai meisaku dôwa: Hakuchô no mizûmi,0,1981,75,"Adventure,Animation,Family",7.7,827,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7366,tt0078428,movie,Two Champions of Death,Shao Lin yu Wu Dang,0,1980,101,"Action,Drama",6.3,706,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7388,tt0078780,movie,Animalympics,Animalympics,0,1980,78,"Animation,Comedy,Family",6.8,2030,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7392,tt0078813,movie,The Miser,L'avare,0,1980,125,Comedy,6.7,4362,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7400,tt0078868,movie,Confidence,Bizalom,0,1980,105,Drama,7.5,773,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7404,tt0078876,movie,"Ion: Blestemul pamîntului, blestemul iubirii","Ion: Blestemul pamîntului, blestemul iubirii",0,1980,205,"Drama,History",8.0,538,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7405,tt0078894,movie,Les bons débarras,Les bons débarras,0,1980,120,Drama,8.1,712,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7419,tt0079007,movie,The Cuenca Crime,El crimen de Cuenca,0,1980,88,"Drama,History",7.2,632,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7428,tt0079090,movie,The Conductor,Dyrygent,0,1980,101,"Drama,Music",6.9,590,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7438,tt0079193,movie,The Garage,Garazh,0,1980,96,"Comedy,Drama",8.1,3634,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7450,tt0079293,movie,Space Firebird,Hi no tori 2772: Ai no kosumozôn,0,1980,122,"Adventure,Animation,Drama",6.9,512,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7478,tt0079579,movie,Moscow Does Not Believe in Tears,Moskva slezam ne verit,0,1980,150,"Comedy,Drama,Romance",8.1,12341,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7488,tt0079619,movie,A Few Days from the Life of I.I. Oblomov,Neskolko dney iz zhizni I.I. Oblomova,0,1980,140,"Comedy,Drama,History",7.7,2221,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7489,tt0079625,movie,El nido,El nido,0,1980,97,Drama,7.1,526,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7507,tt0079718,movie,Piedone d'Egitto,Piedone d'Egitto,0,1980,103,"Action,Comedy,Crime",6.2,3120,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7509,tt0079749,movie,Adventures of Ali-Baba and the Forty Thieves,Alibaba Aur 40 Chor,0,1980,138,"Action,Adventure,Family",6.2,534,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7523,tt0079820,movie,The King and the Mockingbird,Le roi et l'oiseau,0,1980,83,"Animation,Family,Fantasy",7.9,4926,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7527,tt0079839,movie,Fun Is Beautiful,Un sacco bello,0,1980,97,Comedy,7.2,2412,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7529,tt0079854,movie,Every Man for Himself,Sauve qui peut (la vie),0,1980,87,Drama,6.8,3260,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7533,tt0079889,movie,Sankarabharanam,Sankarabharanam,0,1980,143,"Drama,Music,Romance",8.7,2107,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7534,tt0079891,movie,Shaolin Temple,Shao Lin si,0,1982,100,"Action,Drama",6.9,4217,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7537,tt0079924,movie,Solo Sunny,Solo Sunny,0,1980,104,"Drama,Music",7.0,628,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7538,tt0079938,movie,The Touch,Sparsh,0,1980,145,"Drama,Romance",8.1,804,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7544,tt0079985,movie,The Secret Life of Nikola Tesla,Tajna Nikole Tesle,0,1980,115,"Biography,Drama",7.3,1361,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7551,tt0080031,movie,Tom Horn,Tom Horn,0,1980,98,"Biography,Crime,Drama",6.8,5161,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7565,tt0080310,movie,Breaker Morant,'Breaker' Morant,0,1980,107,"Drama,History,War",7.9,13049,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7566,tt0080319,movie,9 to 5,Nine to Five,0,1980,109,Comedy,6.9,30935,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7567,tt0080321,movie,AC/DC: Let There Be Rock,AC/DC: Let There Be Rock,0,1980,95,"Documentary,Music",8.4,1161,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7568,tt0080322,movie,Aakrosh,Aakrosh,0,1980,144,"Crime,Drama,Music",7.9,957,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7569,tt0080339,movie,Airplane!,Airplane!,0,1980,88,Comedy,7.7,225992,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7570,tt0080360,movie,Altered States,Altered States,0,1980,102,"Horror,Sci-Fi,Thriller",6.9,33887,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
7571,tt0080365,movie,American Gigolo,American Gigolo,0,1980,117,"Crime,Drama,Mystery",6.3,24453,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7572,tt0080373,movie,Light Years Away,Les années lumière,0,1981,107,Drama,7.2,502,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7573,tt0080377,movie,Any Which Way You Can,Any Which Way You Can,0,1980,116,"Action,Comedy",6.2,18677,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7574,tt0080388,movie,Atlantic City,Atlantic City,0,1980,104,"Crime,Drama,Romance",7.3,16205,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7575,tt0080393,movie,Attila flagello di Dio,Attila flagello di Dio,0,1982,91,"Comedy,History",6.4,1574,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7576,tt0080406,movie,Babylon,Babylon,0,1980,95,Drama,7.4,1409,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7577,tt0080408,movie,Bad Timing/A Sensual Obsession,Bad Timing,0,1980,123,"Drama,Mystery,Thriller",7.0,8726,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7578,tt0080415,movie,The Lady Banker,La banquière,0,1980,131,"Comedy,Drama",6.3,748,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7579,tt0080419,movie,Barnens ö,Barnens ö,0,1980,109,"Drama,Romance",6.5,834,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7580,tt0080437,movie,The Big Red One,The Big Red One,0,1980,113,"Drama,War",7.1,19387,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7581,tt0080439,movie,The Taming of the Scoundrel,Il bisbetico domato,0,1980,107,"Comedy,Romance",7.7,7735,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7582,tt0080442,movie,The Black Marble,The Black Marble,0,1980,113,"Comedy,Crime,Drama",6.2,626,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7583,tt0080455,movie,The Blues Brothers,The Blues Brothers,0,1980,133,"Action,Adventure,Comedy",7.9,191185,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7584,tt0080461,movie,"Bon Voyage, Charlie Brown (and Don't Come Back!!)","Bon Voyage, Charlie Brown (and Don't Come Back!!)",0,1980,75,"Adventure,Animation,Comedy",7.3,3056,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7585,tt0080469,movie,Breaking Glass,Breaking Glass,0,1980,104,"Drama,Musical",6.9,1310,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7586,tt0080474,movie,Brubaker,Brubaker,0,1980,131,"Crime,Drama",7.2,17198,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7588,tt0080482,movie,Bye Bye Brazil,Bye Bye Brasil,0,1980,100,Drama,7.4,1668,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7589,tt0080487,movie,Caddyshack,Caddyshack,0,1980,98,"Comedy,Sport",7.3,111825,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7590,tt0080488,movie,Café Express,Café Express,0,1980,100,Comedy,7.2,522,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7591,tt0080500,movie,Carny,Carny,0,1980,107,Drama,6.4,2086,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7592,tt0080516,movie,The Changeling,The Changeling,0,1980,107,"Horror,Mystery",7.2,32982,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
7593,tt0080539,movie,City of Women,La città delle donne,0,1980,139,"Comedy,Drama,Fantasy",7.0,7072,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7594,tt0080546,movie,The Club,The Club,0,1980,96,"Comedy,Drama,Sport",6.9,1014,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7595,tt0080549,movie,Coal Miner's Daughter,Coal Miner's Daughter,0,1980,124,"Biography,Drama,Music",7.5,17886,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7596,tt0080556,movie,The Competition,The Competition,0,1980,123,"Drama,Music,Romance",6.7,2013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7597,tt0080561,movie,The Constant Factor,Constans,0,1980,87,Drama,7.1,865,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7598,tt0080565,movie,The Umbrella Coup,Le coup du parapluie,0,1980,98,"Adventure,Comedy,Crime",6.7,2554,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7599,tt0080569,movie,Cruising,Cruising,0,1980,102,"Crime,Drama,Mystery",6.5,22365,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7600,tt0080594,movie,The Day After Trinity,The Day After Trinity,0,1981,88,"Biography,Documentary",7.9,510,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7601,tt0080605,movie,Defiance,Defiance,0,1980,103,"Action,Crime,Drama",6.3,1083,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7602,tt0080610,movie,The Last Metro,Le dernier métro,0,1980,131,"Drama,Romance,War",7.4,13580,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7603,tt0080616,movie,Germany Pale Mother,Deutschland bleiche Mutter,0,1980,123,"Drama,History,War",7.2,758,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7604,tt0080634,movie,Divine Madness,Divine Madness,0,1980,95,"Comedy,Documentary,Music",7.0,883,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7605,tt0080636,movie,We're Going to Eat You,Dei yuk mo moon,0,1980,90,"Action,Comedy,Horror",6.5,882,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7606,tt0080638,movie,Do Aur Do Paanch,Do Aur Do Paanch,0,1980,132,"Action,Comedy,Drama",7.0,1000,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7607,tt0080641,movie,The Dogs of War,The Dogs of War,0,1980,119,"Action,Adventure,Drama",6.4,8131,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7608,tt0080652,movie,Doslo doba da se ljubav proba,Doslo doba da se ljubav proba,0,1980,93,"Comedy,Romance",7.3,1234,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7609,tt0080653,movie,Friendship,Dostana,0,1980,152,"Action,Crime,Drama",6.6,968,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7610,tt0080661,movie,Dressed to Kill,Dressed to Kill,0,1980,104,"Crime,Drama,Mystery",7.1,39295,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7612,tt0080671,movie,The Earthling,The Earthling,0,1980,97,"Adventure,Drama",7.0,1581,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7613,tt0080678,movie,The Elephant Man,The Elephant Man,0,1980,124,"Biography,Drama",8.1,231826,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7614,tt0080684,movie,Star Wars: Episode V - The Empire Strikes Back,Star Wars: Episode V - The Empire Strikes Back,0,1980,124,"Action,Adventure,Fantasy",8.7,1212743,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7615,tt0080715,movie,The Falls,The Falls,0,1980,195,"Comedy,Sci-Fi",7.2,1500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7616,tt0080716,movie,Fame,Fame,0,1980,134,"Drama,Music,Musical",6.6,21733,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
7617,tt0080717,movie,My Young Auntie,Zhang bei,0,1981,121,"Action,Comedy",6.8,699,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7618,tt0080719,movie,Fantozzi Against the Wind,Fantozzi contro tutti,0,1980,97,Comedy,7.1,2913,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7619,tt0080724,movie,Fatso,Fatso,0,1980,93,"Comedy,Drama,Romance",6.3,2140,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7620,tt0080728,movie,The Aviator's Wife,La femme de l'aviateur,0,1981,106,"Comedy,Drama,Romance",7.5,4149,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7621,tt0080736,movie,The Final Countdown,The Final Countdown,0,1980,103,"Action,Adventure,Sci-Fi",6.7,22861,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7622,tt0080745,movie,Flash Gordon,Flash Gordon,0,1980,111,"Action,Adventure,Sci-Fi",6.5,54157,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7623,tt0080749,movie,The Fog,The Fog,0,1980,89,"Horror,Thriller",6.8,70054,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7624,tt0080752,movie,Forbidden Zone,Forbidden Zone,0,1980,74,"Comedy,Fantasy,Musical",6.7,4829,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7625,tt0080761,movie,Friday the 13th,Friday the 13th,0,1980,95,"Horror,Mystery,Thriller",6.4,131665,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
7626,tt0080768,movie,Virus: The End,Fukkatsu no hi,0,1980,156,"Adventure,Drama,Horror",6.2,2541,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7629,tt0080790,movie,Gilda Live,Gilda Live,0,1980,96,Comedy,6.8,702,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7630,tt0080798,movie,Gloria,Gloria,0,1980,123,"Crime,Drama,Thriller",7.2,9499,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7631,tt0080801,movie,The Gods Must Be Crazy,The Gods Must Be Crazy,0,1980,109,"Adventure,Comedy",7.3,54558,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7632,tt0080806,movie,Golem,Golem,0,1980,92,Sci-Fi,6.7,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7633,tt0080813,movie,The Great Rock 'n' Roll Swindle,The Great Rock 'n' Roll Swindle,0,1980,103,Music,6.4,2172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7634,tt0080827,movie,Encounter of the Spooky Kind,Gui da gui,0,1980,102,"Action,Comedy,Fantasy",7.0,2171,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7635,tt0080842,movie,Harlequin,Harlequin,0,1980,95,"Drama,Fantasy,Horror",6.2,1381,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7636,tt0080843,movie,A Distant Cry from Spring,Haruka naru yama no yobigoe,0,1980,95,Drama,7.6,563,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7637,tt0080855,movie,Heaven's Gate,Heaven's Gate,0,1980,219,"Adventure,Drama,Western",6.8,14607,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7638,tt0080856,movie,The Kingdom of Diamonds,Heerak Rajar Deshe,0,1980,118,"Comedy,Drama,Family",8.9,2593,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7639,tt0080868,movie,Hide in Plain Sight,Hide in Plain Sight,0,1980,92,Drama,6.3,775,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7640,tt0080881,movie,The Hollywood Knights,The Hollywood Knights,0,1980,91,Comedy,6.3,4516,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7641,tt0080888,movie,Honeysuckle Rose,Honeysuckle Rose,0,1980,119,"Drama,Music,Romance",6.3,1550,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7642,tt0080889,movie,Hopscotch,Hopscotch,0,1980,106,"Adventure,Comedy",7.2,7780,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7643,tt0080905,movie,Fists of the White Lotus,Hong Wending san po bai lian jiao,0,1980,95,"Action,Drama",7.2,1587,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7644,tt0080907,movie,The Hunter,The Hunter,0,1980,97,"Action,Biography,Comedy",6.3,5648,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7645,tt0080910,movie,The Age of the Earth,A Idade da Terra,0,1980,140,"Drama,Fantasy,History",6.9,548,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7646,tt0080913,movie,The Idolmaker,The Idolmaker,0,1980,117,"Biography,Drama,Music",6.9,1285,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7647,tt0080923,movie,Inferno,Inferno,0,1980,106,Horror,6.6,20306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7648,tt0080927,movie,Insatiable,Insatiable,1,1980,77,"Adult,Drama",6.6,609,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7649,tt0080928,movie,Inside Moves,Inside Moves,0,1980,113,"Comedy,Drama,Romance",7.1,1777,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7650,tt0080929,movie,Inspector Blunder,Inspecteur la Bavure,0,1980,100,"Comedy,Crime",6.3,1910,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7651,tt0080971,movie,The Victim,Shen bu you ji,0,1980,89,"Action,Comedy,Drama",7.3,611,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7652,tt0080979,movie,Kagemusha,Kagemusha,0,1980,180,"Drama,History,War",8.0,34394,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7653,tt0080982,movie,Kalyug,Kalyug,0,1981,152,Drama,7.8,532,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7654,tt0081055,movie,Lightning Over Water,Lightning Over Water,0,1980,91,Documentary,6.7,1345,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7655,tt0081059,movie,Lion of the Desert,Lion of the Desert,0,1980,173,"Biography,Drama,History",8.3,15047,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7656,tt0081060,movie,Little Darlings,Little Darlings,0,1980,96,"Comedy,Drama",6.5,5375,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7657,tt0081063,movie,Little Miss Marker,Little Miss Marker,0,1980,103,"Comedy,Drama,Romance",6.3,1477,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7658,tt0081070,movie,The Long Good Friday,The Long Good Friday,0,1980,114,"Crime,Drama,Mystery",7.6,20835,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7659,tt0081071,movie,The Long Riders,The Long Riders,0,1980,100,"Biography,Crime,Western",7.0,10852,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7660,tt0081076,movie,Loulou,Loulou,0,1980,110,"Drama,Romance",6.7,3097,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7661,tt0081081,movie,Contraband,Luca il contrabbandiere,0,1980,97,"Action,Crime,Drama",6.5,1843,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7662,tt0081099,movie,Madicken på Junibacken,Madicken på Junibacken,0,1980,82,"Comedy,Drama,Family",6.4,1479,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7663,tt0081104,movie,All That Jack's,"Majstori, majstori!",0,1980,83,"Comedy,Drama",8.1,1197,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7664,tt0081110,movie,The Man with Bogart's Face,The Man with Bogart's Face,0,1980,106,"Comedy,Crime,Mystery",6.3,577,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7665,tt0081114,movie,Maniac,Maniac,0,1980,87,"Crime,Drama,Horror",6.5,16324,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7666,tt0081144,movie,McVicar,McVicar,0,1980,112,"Crime,Drama",6.8,2009,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7667,tt0081148,movie,Alexander the Great,O Megalexandros,0,1980,210,"Drama,History",7.6,969,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7668,tt0081150,movie,Melvin and Howard,Melvin and Howard,0,1980,95,"Comedy,Drama",6.8,4728,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7669,tt0081159,movie,Midnight Madness,Midnight Madness,0,1980,112,Comedy,6.4,3431,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
