,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Short,Sport,Thriller,War,Western
27693,tt5918090,movie,I Am Not Madame Bovary,Wo bu shi Pan Jin Lian,0,2016,128,"Comedy,Drama",6.8,2152,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27694,tt5918982,movie,Possessor,Possessor,0,2020,103,"Horror,Mystery,Sci-Fi",6.5,29069,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
27695,tt5922124,movie,A Crooked Somebody,A Crooked Somebody,0,2017,102,"Crime,Drama,Thriller",6.2,1090,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27696,tt5922578,movie,To Each His Own,Chotto imakara shigoto yametekuru,0,2017,113,Drama,6.5,600,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27697,tt5923026,movie,Marlina the Murderer in Four Acts,Marlina si pembunuh dalam empat babak,0,2017,93,"Drama,Thriller,Western",7.0,2806,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
27698,tt5923962,movie,Gantz: O,Gantz: O,0,2016,95,"Action,Animation,Drama",7.1,14017,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27699,tt5925772,movie,CIA: Comrade in America,CIA: Comrade in America,0,2017,134,"Action,Adventure,Drama",6.5,2887,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27700,tt5927420,movie,More,Daha,0,2017,115,"Crime,Drama",6.9,3032,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27701,tt5929226,movie,Pure Hearts,Cuori puri,0,2017,115,"Drama,Romance",6.3,748,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27702,tt5929754,movie,Wildlife,Wildlife,0,2018,105,Drama,6.8,27393,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27703,tt5929776,movie,Before the Flood,Before the Flood,0,2016,96,"Documentary,News",8.2,27191,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27704,tt5929890,movie,Bambukat,Bambukat,0,2016,118,"Comedy,Drama",7.6,904,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27705,tt5931144,movie,Bobby Sands: 66 Days,Bobby Sands: 66 Days,0,2016,105,"Biography,Documentary,History",7.2,644,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27706,tt5931802,movie,Tokyo Night Sky Is Always the Densest Shade of Blue,Yozora wa itsudemo saikô mitsudo no aoiro da,0,2017,108,Drama,6.4,685,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27707,tt5932728,movie,The Professor and the Madman,The Professor and the Madman,0,2019,124,"Biography,Drama",7.3,41154,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27708,tt5934564,movie,What a Wonderful Family,Kazoku wa tsuraiyo 2,0,2017,113,Comedy,6.8,680,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27709,tt5934894,movie,Dharma Durai,Dharma Durai,0,2016,147,Drama,7.5,1955,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27710,tt5935704,movie,Padmaavat,Padmaavat,0,2018,164,"Drama,History,Romance",7.0,29817,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
27711,tt5936692,movie,The Last Family,Ostatnia rodzina,0,2016,123,"Biography,Drama",7.5,4020,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27712,tt5936866,movie,A Dark Place,Steel Country,0,2018,89,"Mystery,Thriller",6.2,4356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
27713,tt5937296,movie,Glory,Slava,0,2016,101,Drama,7.6,2250,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27714,tt5937962,movie,"All Governments Lie: Truth, Deception, and the Spirit of I.F. Stone","All Governments Lie: Truth, Deception, and the Spirit of I.F. Stone",0,2016,91,Documentary,7.3,509,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27715,tt5938950,movie,Mystify: Michael Hutchence,Mystify: Michael Hutchence,0,2019,102,"Biography,Documentary,Music",7.3,2222,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27716,tt5942864,movie,Styx,Styx,0,2018,94,Drama,6.6,2887,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27717,tt5945286,movie,Raving Iran,Raving Iran,0,2016,84,Documentary,7.2,865,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27718,tt5946128,movie,Dear Zindagi,Dear Zindagi,0,2016,151,"Drama,Romance",7.5,38225,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27719,tt5946852,movie,Janatha Garage,Janatha Garage,0,2016,162,"Action,Crime,Drama",7.3,6563,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27720,tt5947416,movie,The Last Princess,Deokhyeongju,0,2016,127,"Action,Biography,Drama",7.0,1640,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27721,tt5948190,movie,Sodom,Sodom,0,2017,94,"Drama,Romance",6.2,597,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27722,tt5948916,movie,All of Us,Manamantha,0,2016,164,Drama,7.6,884,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27723,tt5951188,movie,The Balkan Line,Balkanskiy rubezh,0,2019,130,"Action,War",6.6,9355,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27724,tt5951832,movie,Pretty Outrageous,Pretty Outrageous,0,2017,75,"Comedy,Family",6.5,784,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27725,tt5952266,movie,The Ivory Game,The Ivory Game,0,2016,112,Documentary,7.9,3139,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27726,tt5952306,movie,Godspeed,Yi lu shun feng,0,2016,111,"Comedy,Crime,Drama",6.8,745,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27727,tt5952332,movie,Amanda Knox,Amanda Knox,0,2016,92,"Crime,Documentary",6.9,23178,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27728,tt5952382,movie,Abacus: Small Enough to Jail,Abacus: Small Enough to Jail,0,2016,88,Documentary,7.2,2779,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27729,tt5952468,movie,The B-Side,The B-Side: Elsa Dorfman's Portrait Photography,0,2016,76,Documentary,6.7,717,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27730,tt5952594,movie,The Mustang,The Mustang,0,2019,96,Drama,6.9,11836,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27731,tt5954284,movie,Sekigahara,Sekigahara,0,2017,150,"Drama,History,War",6.3,734,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
27732,tt5954462,movie,Lumière!,Lumière!,0,2016,90,"Documentary,History",8.1,1329,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27733,tt5956006,movie,Love Off the Cuff,Chun Kiu gau Chi Ming,0,2017,121,Romance,6.5,979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27734,tt5957584,movie,Girl in the Box,Girl in the Box,0,2016,87,"Crime,Drama",6.3,1613,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27735,tt5957600,movie,Psycho Family,Psycho Family,0,2017,91,Documentary,8.9,546,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27736,tt5959952,movie,Mission Control: The Unsung Heroes of Apollo,Mission Control: The Unsung Heroes of Apollo,0,2017,101,"Documentary,History",7.6,1604,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27737,tt5959980,movie,Vada Chennai,Vada Chennai,0,2018,164,"Action,Crime,Drama",8.5,14735,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27738,tt5960464,movie,Janaan,Janaan,0,2016,133,"Drama,Musical,Romance",7.0,1461,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
27739,tt5961314,movie,The Princess and the Matchmaker,Gung-hab,0,2018,110,"Comedy,History,Romance",6.3,507,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
27740,tt5962210,movie,Ingrid Goes West,Ingrid Goes West,0,2017,98,"Comedy,Drama",6.6,39637,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27741,tt5963218,movie,Aloko Udapadi,Aloko Udapadi,0,2017,113,"Drama,History",9.0,6743,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27742,tt5966602,movie,The Factory,Zavod,0,2018,109,"Crime,Drama,Thriller",6.8,2284,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27743,tt5966750,movie,A Single Rider,Sing-geul ra-i-deo,0,2017,97,Drama,6.6,870,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27744,tt5966990,movie,California Typewriter,California Typewriter,0,2016,103,Documentary,7.3,901,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27745,tt5968274,movie,The Angel,The Angel,0,2018,114,"Biography,Drama,Thriller",6.6,13328,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27746,tt5969696,movie,The Battleship Island,Gunhamdo,0,2017,132,"Action,Drama,History",7.1,6543,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27747,tt5972292,movie,Thrissivaperoor Kliptham,Thrissivaperoor Kliptham,0,2017,139,Comedy,6.7,1186,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27748,tt5973032,movie,Antiporno,Anchiporuno,0,2016,76,Drama,6.4,3571,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27749,tt5973626,movie,Batman: Return of the Caped Crusaders,Batman: Return of the Caped Crusaders,0,2016,78,"Action,Adventure,Animation",6.8,5236,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27750,tt5974388,movie,In Between,Bar Bahar,0,2016,103,Drama,7.3,2755,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27751,tt5974402,movie,The Road to Mandalay,The Road to Mandalay,0,2016,108,Drama,6.8,673,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27752,tt5974460,movie,The Women's Balcony,Ismach Hatani,0,2016,96,"Comedy,Drama",6.6,761,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27753,tt5977276,movie,The Aftermath,The Aftermath,0,2019,108,"Drama,Romance,War",6.4,19419,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
27754,tt5978724,movie,My Days of Mercy,My Days of Mercy,0,2017,108,"Drama,Romance",6.4,4175,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27755,tt5979872,movie,Bleach,Bleach: Burîchu,0,2018,108,"Action,Adventure,Fantasy",6.4,11215,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27756,tt5979920,movie,Wrong Side Raju,Wrong Side Raju,0,2016,140,"Drama,Thriller",7.9,966,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27757,tt5980638,movie,The Transcendents,The Transcendents,0,2018,96,"Music,Mystery,Thriller",7.9,3568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
27758,tt5980798,movie,Félicité,Félicité,0,2017,129,"Drama,Music",6.5,1040,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27759,tt5981304,movie,Anchor and Hope,Anchor and Hope,0,2017,113,"Comedy,Drama,Romance",6.3,1005,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27760,tt5982852,movie,Jolly LLB 2,Jolly LLB 2,0,2017,137,"Comedy,Drama",7.2,24128,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27761,tt5983262,movie,Tikli and Laxmi Bomb,Tikli and Laxmi Bomb,0,2017,151,Drama,7.8,7783,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27762,tt5985288,movie,Sour Apples,Eksi Elmalar,0,2016,114,"Biography,Comedy,Drama",7.1,6806,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27763,tt5985720,movie,Nenjam Marappathillai,Nenjam Marappathillai,0,2021,150,"Horror,Thriller",6.3,1789,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
27764,tt5987402,movie,Three Seconds,Dvizhenie vverkh,0,2017,133,"Drama,Sport",6.6,4736,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27765,tt5989218,movie,Life Itself,Life Itself,0,2018,117,"Drama,Romance",6.9,19884,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27766,tt5989220,movie,Claire's Camera,La caméra de Claire,0,2017,69,Drama,6.5,2135,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27767,tt5989394,movie,Reinventing Marvin,Marvin ou la belle éducation,0,2017,115,Drama,7.0,1337,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27768,tt5990342,movie,The Incredible Jessica James,The Incredible Jessica James,0,2017,85,Comedy,6.5,7060,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27769,tt5990474,movie,Columbus,Columbus,0,2017,104,Drama,7.3,16033,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27770,tt5991206,movie,The Wedding Plan,Laavor et hakir,0,2016,110,"Comedy,Romance",6.5,1331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27771,tt5991974,movie,The Last Suit,El último traje,0,2017,91,Drama,7.1,724,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27772,tt5995602,movie,Tiger,Tiger,0,2017,155,"Action,Drama,Thriller",7.6,1151,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27773,tt5996202,movie,The Net,Geumul,0,2016,114,Drama,7.4,3543,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27774,tt5996836,movie,The Great Father,The Great Father,0,2017,151,"Action,Crime,Drama",7.3,7444,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27775,tt5997928,movie,Hotel Salvation,Hotel Salvation,0,2016,102,"Comedy,Drama",7.1,2129,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27776,tt5998104,movie,Aanandam,Aanandam,0,2016,120,"Adventure,Comedy,Drama",7.2,1859,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27777,tt5999530,movie,Before We Vanish,Sanpo suru shinryakusha,0,2017,129,"Drama,Sci-Fi",6.2,2178,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27778,tt5999770,movie,Carpinteros,Carpinteros,0,2017,106,Drama,7.1,554,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27779,tt6000478,movie,"Roman J. Israel, Esq.","Roman J. Israel, Esq.",0,2017,122,"Crime,Drama,Thriller",6.5,36186,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27780,tt6002232,movie,Custody,Jusqu'à la garde,0,2017,93,Drama,7.5,8796,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27781,tt6004848,movie,Losing Sight of Shore,Losing Sight of Shore,0,2017,92,"Adventure,Documentary,Sport",7.5,641,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27782,tt6006666,movie,my suburban stories,my suburban stories,0,2017,79,Documentary,7.0,657,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27783,tt6009104,movie,Black Tide,Fleuve noir,0,2018,113,"Crime,Drama,Mystery",6.3,2919,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27784,tt6009140,movie,Wedding Unplanned,Jour J,0,2017,94,"Comedy,Drama",6.2,3566,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27785,tt6010240,movie,Guru,Guru,0,2017,116,"Action,Drama,Sport",7.9,721,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27786,tt6010976,movie,Midnight Family,Midnight Family,0,2019,81,"Action,Crime,Documentary",7.4,1685,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27787,tt6012380,movie,Ordinary Love,Ordinary Love,0,2019,92,"Drama,Romance",6.6,3734,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27788,tt6012446,movie,Extracurricular Activities,Extracurricular Activities,0,2019,86,"Comedy,Mystery,Thriller",6.2,1240,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
27789,tt6015328,movie,Chasing the Dragon,Chui lung,0,2017,128,"Action,Biography,Crime",6.8,3837,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27790,tt6016012,movie,Swingers,Swingers,0,2016,85,Comedy,6.5,522,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27791,tt6016710,movie,Che vuoi che sia,Che vuoi che sia,0,2016,105,Comedy,6.2,762,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27792,tt6016744,movie,The Edge of Democracy,The Edge of Democracy,0,2019,121,"Documentary,History",7.2,14260,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27793,tt6017756,movie,Radioactive,Radioactive,0,2019,109,"Biography,Drama,Romance",6.2,15649,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27794,tt6018306,movie,Last Flag Flying,Last Flag Flying,0,2017,125,"Comedy,Drama,War",6.9,24538,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27796,tt6020486,movie,Bille,Bille,0,2018,104,Drama,7.5,712,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27797,tt6021478,movie,Épouse-moi mon pote,Épouse-moi mon pote,0,2017,92,"Comedy,Romance",6.2,3094,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27798,tt6025806,movie,The Dissidents,Sangarid,0,2017,90,"Action,Comedy",6.5,803,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27799,tt6026008,movie,Diamond of Boyana,Biser Bojane,0,2017,84,"Action,Comedy",6.7,520,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27800,tt6026818,movie,Sharkwater Extinction,Sharkwater: Extinction,0,2018,85,Documentary,7.7,1027,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27801,tt6027478,movie,Dhruva,Dhruva,0,2016,165,"Action,Crime,Thriller",7.8,6501,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27802,tt6028620,movie,Charlatan,Charlatan,0,2020,118,"Drama,History",6.8,1854,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27803,tt6028796,movie,Evening Shadows,Evening Shadows,0,2018,102,Drama,7.1,501,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27804,tt6029122,movie,Sijjin 3: Love,Siccîn 3: Cürmü Ask,0,2016,110,Horror,6.5,2412,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27805,tt6029778,movie,Bathtubs Over Broadway,Bathtubs Over Broadway,0,2018,87,"Comedy,Documentary,Music",7.5,942,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27806,tt6032328,movie,Finding Steve McQueen,Finding Steve McQueen,0,2019,91,"Crime,Thriller",6.2,4804,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27807,tt6034940,movie,Big Big World,Koca Dünya,0,2016,101,Drama,6.8,1283,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27808,tt6035294,movie,The Magic Pill,The Magic Pill,0,2017,91,Documentary,7.1,2136,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27809,tt6035470,movie,Mobile Suit Gundam Thunderbolt: December Sky,Kidô Senshi Gandamu Sandaboruto Dissenba Sukai,0,2016,70,"Animation,Sci-Fi,War",7.2,543,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
27810,tt6039284,movie,Food Choices,Food Choices,0,2016,91,Documentary,7.3,3102,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27811,tt6039532,movie,Tokyo Idols,Tokyo Idols,0,2017,90,"Documentary,Music",6.9,1211,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27812,tt6040012,movie,MSG the Warrior: Lion Heart,MSG the Warrior: Lion Heart,0,2016,120,"Action,Adventure,Fantasy",6.6,7407,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27813,tt6040662,movie,The Children Act,The Children Act,0,2017,105,Drama,6.7,12414,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27814,tt6040806,movie,Petra,Petra,0,2018,107,Drama,6.7,1044,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27815,tt6041030,movie,Mad World,Yat nim mou ming,0,2016,101,Drama,7.2,1842,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27816,tt6043142,movie,Skin,Skin,0,2018,118,"Biography,Crime,Drama",6.9,22219,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27817,tt6044414,movie,Bad Black,Bad Black,0,2016,68,"Action,Comedy",7.6,791,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27818,tt6044910,movie,Operation Mekong,Mei Gong he xing dong,0,2016,124,"Action,Adventure,Crime",6.6,4500,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27819,tt6045798,movie,One in a Billion,One in a Billion,0,2016,69,Documentary,6.7,527,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27820,tt6046754,movie,Three Summers,Three Summers,0,2017,95,Comedy,6.2,696,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27821,tt6047030,movie,Superswede: En film om Ronnie Peterson,Superswede: En film om Ronnie Peterson,0,2017,88,"Biography,Documentary,Sport",7.2,1093,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27822,tt6047120,movie,Nikka Zaildar,Nikka Zaildar,0,2016,134,"Comedy,Drama,Romance",7.5,1046,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27823,tt6047906,movie,Marathon: The Patriots Day Bombing,Marathon: The Patriots Day Bombing,0,2016,108,Documentary,7.9,845,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27825,tt6048582,movie,The Falls: Covenant of Grace,The Falls: Covenant of Grace,0,2016,119,"Drama,Romance",7.0,899,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27826,tt6048922,movie,Greyhound,Greyhound,0,2020,91,"Action,Drama,History",7.0,85208,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27827,tt6050292,movie,Conquering Southern China,Conquering Southern China,0,2016,101,Documentary,8.7,511,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27828,tt6051554,movie,The Garden of Afflictions,The Garden of Afflictions,0,2017,81,Documentary,6.3,1165,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
